id_usuario;nombre;mail;password;username;id_videojuego;fecha v;cantidad;veredicto;titulo;texto;fecha_nacimiento
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;1266;18-05-2020;100;;;;26-02-1953
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;1331;15-09-2021;4.75;;;;10-10-1945
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;1871;07-05-2021;1.25;;;;19-09-1971
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;1887;05-05-2020;48;;;;13-05-2000
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;1942;04-07-2020;0;;;;23-03-1980
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;1970;10-07-2021;3.75;;;;23-05-1996
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;6036;12-06-2020;73;negativo;Y pensar que me perdí la boda de mi hija por este juego;Nooo el juego;15-02-1968
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;6036;26-06-2020;4;;;;05-05-1982
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;7346;07-09-2021;0.5;;;;24-09-1970
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;7351;11-12-2020;52;;;;09-03-1962
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;11133;20-05-2020;52;;;;24-03-1963
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;14593;22-09-2020;2.5;;;;06-07-1987
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;26758;12-09-2020;224;positivo;No me calza el precio con la calidad del juego, debería costar mucho más;Todos hablan del New World pero no tienen ni idea de este juego, ni colas tiene;20-05-1945
9;Jeffrey Aguirre;jaguirre@yahoo.it;dL1lawrd;jaguirre1971;26758;26-09-2020;23.5;;;;05-02-1964
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;40;20-01-2021;2.5;;;;03-07-1981
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;73;28-02-2020;4;;;;27-09-1947
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;74;20-09-2020;600;positivo;No me calza el precio con la calidad del juego, debería costar mucho más;No entiendo el motivo por el cual no han sacado una nueva entrega aún;10-03-1974
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;74;04-10-2020;22.5;;;;24-10-1979
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;75;06-01-2022;10;;;;10-01-1944
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;109;30-09-2021;10;;;;05-01-1961
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;126;19-05-2020;15;;;;20-04-1974
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;247;09-09-2020;0;;;;26-10-1965
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;379;04-07-2020;80.25;;;;12-05-1943
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;431;15-12-2020;1.5;;;;26-06-1959
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;434;03-02-2020;60;;;;06-06-2003
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;472;01-04-2020;2.5;;;;04-03-2016
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;500;25-05-2021;3;;;;08-05-1955
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;512;18-06-2021;4.75;;;;12-10-1985
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;537;12-02-2021;75;;;;02-06-1992
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;538;04-06-2020;90;;;;28-06-1949
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1011;13-08-2020;90;;;;19-05-1988
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1020;14-10-2021;60;;;;24-05-1996
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1266;30-03-2021;0;;;;06-10-1993
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1352;28-04-2020;3.25;;;;02-12-1959
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1372;10-10-2020;4.75;;;;13-12-2010
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1802;28-01-2021;2.75;;;;03-07-1973
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;1970;06-01-2021;16;;;;28-11-2012
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;2993;15-09-2021;0.5;;;;29-10-2013
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;5503;26-10-2020;1.5;;;;22-07-1956
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;8173;12-10-2020;2.75;;;;09-07-2003
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;11156;12-08-2020;75;;;;05-06-1993
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;12517;30-03-2021;48;;;;19-05-1944
10;Antonio Shaw;ashaw@icloud.com;qSOfdTgQ;ashaw1989;19560;24-06-2020;5;;;;09-03-2004
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;15;24-05-2020;0;;;;20-05-1948
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;16;07-02-2021;0;;;;27-03-1977
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;21;30-12-2020;52;;;;01-07-1983
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;40;21-04-2021;4.75;;;;20-01-1978
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;59;27-10-2020;0.25;;;;20-06-1962
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;71;12-10-2020;2.25;;;;18-04-1966
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;72;06-06-2021;1.5;;;;27-09-1955
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;73;31-08-2021;1.25;;;;23-03-2012
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;75;14-09-2020;3.5;;;;19-08-2005
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;109;16-12-2020;48;;;;01-10-1944
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;113;18-12-2021;3.5;;;;22-06-1999
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;128;14-06-2020;80.25;;;;26-09-1978
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;239;03-04-2021;44;;;;27-02-1985
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;327;16-04-2020;0.25;;;;21-07-1991
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;427;23-11-2021;2.75;;;;26-01-2008
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;478;18-07-2020;24;;;;19-07-1975
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;529;07-06-2021;90;;;;12-08-1992
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;533;19-05-2021;1;;;;20-09-2013
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;545;04-01-2021;1.25;;;;26-12-1969
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;622;24-02-2020;1.5;;;;28-05-2007
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;623;09-01-2022;1;;;;28-04-1983
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;673;16-06-2020;0;;;;10-06-1992
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;730;29-04-2021;4.5;;;;13-04-2004
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;960;20-07-2021;1.5;;;;10-11-1979
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1011;16-08-2021;0;;;;26-05-1975
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1020;10-02-2020;52;;;;16-02-2003
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1121;19-11-2021;90;;;;01-09-1990
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1266;02-02-2021;0;;;;29-04-1973
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1802;29-05-2020;5;;;;24-08-1950
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1871;23-02-2020;3.5;;;;06-09-1967
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1942;04-04-2021;1;;;;19-09-2007
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1970;27-06-2021;24;;;;04-04-1949
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;1985;01-01-2021;75;;;;29-04-1977
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;2155;08-10-2020;1.25;;;;27-05-2008
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;2993;05-07-2020;16;;;;28-10-2013
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;6801;23-12-2021;3.5;;;;20-01-2008
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;7323;08-01-2022;52;;;;30-12-2004
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;7331;08-04-2021;0.25;;;;02-03-1956
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;7599;04-06-2020;2.5;;;;30-05-1989
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;8173;18-12-2021;2.5;;;;12-12-1963
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;11133;05-04-2021;1.5;;;;28-10-1977
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;11198;24-09-2020;0;;;;02-10-1986
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;11208;17-05-2020;121;negativo;Em... tenía final el juego?;Más malo que la pizza helada;29-02-1956
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;11208;31-05-2020;44.5;;;;10-09-1974
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;12517;04-02-2020;3.75;;;;02-01-2004
11;Michael Marshall;mmarshall@yahoo.es;JAteLxYq;mmarshall1982;19560;13-09-2021;0.5;;;;03-08-1986
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;74;18-05-2020;431;positivo;Me encantaría saber si tiene una secuela;Me encantó, nada más que decir;07-04-1979
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;74;01-06-2020;41;;;;14-04-2011
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;75;06-06-2021;3;;;;04-05-1993
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;116;22-10-2020;0.25;;;;08-02-2006
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;231;15-05-2020;32;;;;27-03-1948
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;247;27-02-2020;80.25;;;;13-11-1968
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;358;20-11-2020;2.5;;;;16-01-1998
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;379;23-10-2020;2;;;;09-07-1969
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;427;23-09-2020;52;;;;13-11-1997
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;434;21-06-2021;2;;;;08-02-2007
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;472;09-09-2020;100;;;;16-12-1985
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;673;05-06-2021;90;;;;16-01-1974
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;974;22-07-2021;1.25;;;;01-12-1971
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;979;06-12-2021;1.75;;;;02-03-1985
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1026;21-06-2021;2.5;;;;23-11-1948
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1262;18-09-2020;5;;;;06-07-2009
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1331;07-07-2020;1;;;;08-08-1968
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1352;16-11-2021;3.75;;;;11-05-1957
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1802;01-03-2021;2.75;;;;30-03-1943
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1871;22-11-2020;3;;;;31-12-2002
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1887;13-07-2020;1.5;;;;26-12-1968
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;1942;02-12-2020;1;;;;12-03-2007
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;2993;11-11-2020;75;;;;19-10-1945
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;7331;28-02-2021;1.5;;;;16-06-1986
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;7342;23-08-2021;60;;;;07-10-2001
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;7344;24-11-2021;2.75;;;;21-08-1957
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;7346;27-04-2020;5;;;;20-01-1987
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;8173;05-06-2020;90;;;;11-12-1966
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;11198;01-01-2021;48;;;;20-04-1984
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;12517;28-01-2021;75;;;;18-04-1996
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;14593;28-08-2020;0.25;;;;31-08-1967
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;19565;08-07-2020;2.75;;;;23-12-1985
12;Steven Sullivan;ssullivan@yahoo.com;oSCRZPnt;ssullivan1988;26758;16-05-2020;8.5;;;;09-10-1957
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;75;13-08-2021;2.75;;;;27-03-2007
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;121;13-03-2020;90;;;;06-11-1984
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;231;26-04-2020;10;;;;07-08-1998
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;343;08-10-2020;2.25;;;;05-12-1990
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;379;15-03-2021;4.5;;;;04-06-1979
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;493;03-08-2021;0.5;;;;01-04-2014
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;500;04-07-2020;4.75;;;;07-07-1986
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;529;23-02-2020;1;;;;12-02-1946
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;673;22-09-2021;4.75;;;;16-12-1977
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;1009;24-03-2021;0;;;;20-12-1969
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;1942;13-05-2021;4.25;;;;10-04-1958
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;1985;31-08-2020;1.5;;;;03-03-1972
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;8173;28-05-2021;1.75;;;;02-01-1972
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;11198;09-02-2021;3.75;;;;05-02-1978
13;John Wade;jwade@gmail.com;Uua8Ljit;jwade1974;;;149;;;;25-12-1961
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;16;07-05-2021;2.75;;;;27-06-1992
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;427;18-04-2020;3;;;;04-03-1984
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;498;30-04-2021;26.5;;;;01-10-2004
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;501;22-11-2020;3.25;;;;05-06-2016
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;673;03-09-2020;2.75;;;;06-09-2006
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;974;16-05-2021;1;;;;06-07-2007
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1029;12-07-2020;4;;;;02-02-2011
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1121;16-06-2021;3.5;;;;21-01-2005
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1262;14-08-2020;90;;;;30-08-1979
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1331;07-11-2021;2;;;;24-11-2010
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1384;02-08-2021;38;;;;04-04-1994
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1802;15-05-2020;1.75;;;;17-05-1997
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1871;24-09-2021;10;;;;16-09-1953
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;1942;18-11-2021;2.5;;;;15-04-1999
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;7342;28-06-2021;32;;;;10-04-2005
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;7346;14-06-2020;5;;;;01-12-1976
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;8173;11-05-2021;4.75;;;;26-10-1958
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;9730;01-05-2021;27;;;;03-10-1991
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;14593;12-11-2021;60;;;;10-09-1995
19;Bradley Patel;bpatel@icloud.com;4oeUETEP;bpatel1980;;;409;;;;10-07-1950
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;16;13-06-2020;1;;;;16-12-2011
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;21;05-07-2021;1.25;;;;04-07-1992
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;37;26-01-2021;75;;;;09-01-1956
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;39;03-10-2021;1;;;;25-03-1943
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;40;11-11-2020;3.75;;;;10-05-1972
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;72;25-05-2020;4.25;;;;21-12-1967
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;73;21-01-2021;10;;;;08-06-2011
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;75;08-10-2020;2;;;;14-04-1995
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;109;20-08-2021;1.25;;;;30-06-1948
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;116;04-04-2021;2.75;;;;20-04-2014
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;121;09-06-2021;90;;;;16-09-2014
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;434;06-01-2021;90;;;;18-07-2015
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;472;11-02-2020;16;;;;25-02-1976
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;500;18-03-2020;1.5;;;;26-02-1983
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;501;17-03-2020;32;;;;14-07-1951
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;673;06-01-2021;3.25;;;;05-01-2012
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;733;08-03-2020;0;;;;22-12-1954
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;960;14-11-2021;4.25;;;;23-05-1991
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;1121;25-04-2021;3.5;;;;04-07-1971
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;1262;14-02-2021;0;;;;18-09-1965
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;1384;12-07-2021;484;positivo;No me calza el precio con la calidad del juego, debería costar mucho más;Me recuerda cuando era joven;01-03-1984
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;1384;26-07-2021;12.5;;;;21-09-1960
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;1887;23-06-2020;3.25;;;;31-07-1994
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;1970;27-10-2021;4.25;;;;20-03-2004
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;2031;09-05-2020;293;negativo;Podré ser feo, pero definitivamente soy mejor que este juego... ok no;Me entraron a robar a la casa, luego los ladrones me vinieron personalmente a dejar el videojuego devuelta;07-07-1992
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;2031;23-05-2020;36.5;;;;25-06-2003
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;6801;09-06-2021;4.5;;;;14-07-1978
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;7351;22-05-2020;3.5;;;;19-01-1979
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;8173;18-05-2021;0.25;;;;25-02-1988
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;9730;29-09-2020;713;positivo;El mejor Juego del Mundo;Ahhhh... un manjarsh;17-04-1943
22;Daniel Bentley;dbentley@yahoo.it;dVk9wNFx;dbentley1972;9730;13-10-2020;22;;;;13-02-1965
23;Donna Johnson;djohnson@yahoo.es;oxf4uFom;djohnson1984;39;04-12-2020;3.5;;;;08-05-1990
23;Donna Johnson;djohnson@yahoo.es;oxf4uFom;djohnson1984;43;16-10-2020;0.25;;;;26-11-2016
23;Donna Johnson;djohnson@yahoo.es;oxf4uFom;djohnson1984;72;26-01-2021;3.75;;;;02-01-1946
